osm_id,voltage,dist_to_vegetation_m,vegetation_risk
139292935,unknown,318.2,0.0
139518539,unknown,998.9,0.0
139518540,unknown,998.9,0.0
139596673,unknown,0.0,1.0
139897512,unknown,51155.9,0.0
139899966,unknown,0.0,1.0
139899967,unknown,0.0,1.0
139901426,unknown,357.3,0.0
139901429,unknown,324.2,0.0
140287045,unknown,3.5,0.983
140287046,unknown,3.5,0.982
140377646,unknown,18.1,0.909
140421435,unknown,1092.2,0.0
140421436,unknown,1083.9,0.0
140524542,unknown,0.0,1.0
140583219,unknown,0.0,1.0
140593536,unknown,0.0,1.0
140594979,unknown,539.9,0.0
140594981,unknown,536.5,0.0
140637979,unknown,128.2,0.573
140641351,unknown,895.6,0.0
140641352,unknown,895.6,0.0
140641840,unknown,651.2,0.0
140641841,unknown,630.1,0.0
140641843,unknown,630.0,0.0
140642047,unknown,423.5,0.0
140648538,unknown,0.0,1.0
140651635,unknown,0.0,1.0
141242401,unknown,1579.5,0.0
141432870,unknown,0.0,1.0
141432871,unknown,0.0,1.0
141432873,unknown,0.0,1.0
141434183,unknown,0.0,1.0
141515120,unknown,224.4,0.252
141515121,unknown,213.0,0.29
141517767,unknown,0.0,1.0
141518050,unknown,0.0,1.0
141531009,unknown,0.0,1.0
141697432,unknown,0.0,1.0
141697548,unknown,128.3,0.572
141697956,unknown,0.0,1.0
142058141,unknown,0.0,1.0
142058142,unknown,0.0,1.0
142414729,unknown,23.9,0.88
142476666,unknown,0.0,1.0
142972197,unknown,82.1,0.59
142974238,unknown,104.3,0.652
142974239,unknown,104.3,0.652
142974240,unknown,32.5,0.837
142974241,unknown,32.5,0.837
142974242,unknown,50.9,0.745
142974243,unknown,50.8,0.746
142976409,unknown,127.3,0.576
142976410,unknown,0.0,1.0
142976411,unknown,99.1,0.505
142976475,unknown,127.3,0.576
142978894,unknown,316.6,0.0
143035086,unknown,204.6,0.318
143035720,unknown,158.0,0.473
143035721,unknown,162.7,0.458
143039031,unknown,230.2,0.233
143068836,unknown,5.9,0.97
143068837,unknown,0.0,1.0
143068838,unknown,0.0,1.0
143068843,unknown,0.0,1.0
143100809,unknown,0.0,1.0
143100816,unknown,0.0,1.0
143101216,unknown,0.0,1.0
143101218,unknown,141.3,0.529
143102126,unknown,434.7,0.0
143102127,unknown,0.0,1.0
143105093,unknown,0.0,1.0
143105098,unknown,0.0,1.0
143191610,unknown,291.5,0.028
143191612,unknown,255.5,0.148
143194867,unknown,0.0,1.0
143194868,unknown,0.0,1.0
143194871,unknown,0.0,1.0
143194873,unknown,0.0,1.0
143195414,unknown,0.0,1.0
143195415,unknown,0.0,1.0
143195416,unknown,0.0,1.0
143410161,unknown,0.0,1.0
143943572,unknown,0.0,1.0
143943573,unknown,0.0,1.0
143945491,unknown,84.4,0.578
143945693,unknown,0.0,1.0
143947392,unknown,0.0,1.0
143947393,unknown,547.2,0.0
143947394,unknown,399.2,0.0
143947395,unknown,399.1,0.0
143947396,unknown,0.0,1.0
143947397,unknown,0.0,1.0
143947398,unknown,0.0,1.0
143948104,unknown,190.2,0.366
143948105,unknown,190.3,0.366
143948106,unknown,350.8,0.0
143948107,unknown,331.6,0.0
143949183,unknown,152.1,0.493
143949184,unknown,142.0,0.527
143949185,unknown,106.7,0.644
143949186,unknown,86.3,0.568
143973191,unknown,2227.4,0.0
143980167,unknown,23588.3,0.0
144175570,unknown,0.0,1.0
144464763,unknown,0.0,1.0
144903959,unknown,3755.5,0.0
144903960,unknown,3747.1,0.0
144903961,unknown,3755.6,0.0
144903962,unknown,3782.8,0.0
144903963,unknown,3755.6,0.0
144903964,unknown,3772.8,0.0
144933101,unknown,7639.4,0.0
144960628,unknown,3494.8,0.0
144960629,unknown,2975.5,0.0
144965746,unknown,0.0,1.0
145086681,unknown,0.0,1.0
145086686,unknown,435.7,0.0
145086688,unknown,0.0,1.0
145424009,unknown,14858.5,0.0
145424010,unknown,17263.8,0.0
145424012,unknown,12533.1,0.0
145424021,unknown,14231.4,0.0
146155045,unknown,103.3,0.656
146155046,unknown,0.0,1.0
146155047,unknown,133.3,0.556
146155049,unknown,61.6,0.692
146882920,unknown,14633.1,0.0
147145018,unknown,0.0,1.0
147163553,unknown,0.0,1.0
147702402,unknown,37.6,0.812
147702414,unknown,0.0,1.0
148276349,unknown,257.6,0.141
148276351,unknown,237.0,0.21
148464532,unknown,0.0,1.0
148509760,unknown,63178.2,0.0
148510801,unknown,63950.1,0.0
148564139,unknown,0.0,1.0
148961077,unknown,0.0,1.0
149592473,unknown,0.0,1.0
149920051,unknown,0.0,1.0
149920052,unknown,0.0,1.0
150888543,unknown,41365.3,0.0
151214685,unknown,0.0,1.0
151217788,unknown,43.5,0.782
151217789,unknown,0.0,1.0
151555413,unknown,6578.9,0.0
153919002,unknown,0.0,1.0
154070457,unknown,21808.3,0.0
154070459,unknown,21748.3,0.0
154136253,unknown,0.0,1.0
155290941,unknown,0.0,1.0
155290942,unknown,0.0,1.0
155331644,unknown,0.0,1.0
155331652,unknown,0.0,1.0
156559303,unknown,12213.7,0.0
156630054,unknown,58.7,0.707
156816476,unknown,0.0,1.0
156816478,unknown,0.0,1.0
157385574,unknown,55124.2,0.0
157385585,unknown,54684.2,0.0
157385586,unknown,53852.9,0.0
157400249,unknown,33095.9,0.0
157741655,unknown,21517.6,0.0
157741656,unknown,21528.4,0.0
157741658,unknown,21472.6,0.0
157924714,unknown,0.0,1.0
157936215,unknown,57154.0,0.0
158322444,unknown,14212.6,0.0
159131499,unknown,0.0,1.0
159425728,unknown,29.5,0.852
159425729,unknown,318.6,0.0
159926594,unknown,0.0,1.0
161196294,unknown,0.0,1.0
161490257,unknown,0.0,1.0
161675471,unknown,204.6,0.318
161675474,unknown,651.1,0.0
161675475,unknown,217.9,0.274
161676663,unknown,310.6,0.0
161676664,unknown,310.6,0.0
161844755,unknown,166.5,0.445
161844758,unknown,166.6,0.445
161844762,unknown,0.0,1.0
161883617,unknown,0.0,1.0
161990774,unknown,0.0,1.0
162284279,unknown,0.0,1.0
162369549,unknown,314.9,0.0
162369553,unknown,84.3,0.579
163563446,unknown,0.0,1.0
163855935,unknown,159.3,0.469
163855936,unknown,160.0,0.467
165087313,unknown,66.4,0.668
165087399,unknown,85.5,0.572
165878224,unknown,151.8,0.494
165878225,unknown,150.7,0.498
165879935,unknown,0.0,1.0
165879936,unknown,0.0,1.0
165880903,unknown,141.5,0.528
165880905,unknown,113.0,0.623
165881327,unknown,139.5,0.535
165928694,unknown,153.4,0.489
165928695,unknown,103.6,0.655
165928696,unknown,103.6,0.655
165929095,unknown,190.8,0.364
165934710,unknown,36.8,0.816
166031434,unknown,42.3,0.788
166031435,unknown,42.4,0.788
166035461,unknown,921.8,0.0
167056016,unknown,17286.3,0.0
167056017,unknown,17288.8,0.0
167056574,unknown,20506.4,0.0
167056575,unknown,20506.5,0.0
167057216,unknown,13434.9,0.0
167057218,unknown,13434.9,0.0
167058344,unknown,590.5,0.0
167058349,unknown,590.4,0.0
168514022,unknown,0.0,1.0
168619772,unknown,0.0,1.0
168619774,unknown,94.3,0.529
168634434,unknown,81.2,0.594
168634435,unknown,0.0,1.0
168671394,unknown,0.0,1.0
168729799,unknown,632.4,0.0
168729800,unknown,634.1,0.0
168738593,unknown,0.0,1.0
169592694,unknown,0.0,1.0
169601899,unknown,47.5,0.762
169601900,unknown,0.0,1.0
169609321,unknown,46.0,0.77
169609323,unknown,20.5,0.897
171147452,unknown,188.3,0.372
171152402,unknown,362.8,0.0
171271258,unknown,170.4,0.432
171271259,unknown,150.4,0.499
171273586,unknown,0.0,1.0
171458111,unknown,0.0,1.0
171467418,unknown,0.0,1.0
171525992,unknown,0.0,1.0
171525993,unknown,464.5,0.0
171525994,unknown,0.0,1.0
171525995,unknown,61.7,0.692
171525996,unknown,0.0,1.0
171571105,unknown,611.0,0.0
172160684,unknown,0.0,1.0
172210578,unknown,0.0,1.0
172368874,unknown,158.0,0.473
173318281,unknown,17495.5,0.0
173319727,unknown,4512.7,0.0
174209350,unknown,14988.4,0.0
174673472,unknown,55109.3,0.0
174697639,unknown,0.0,1.0
180153065,unknown,0.0,1.0
182239863,unknown,134.7,0.551
184476133,unknown,0.0,1.0
184619007,unknown,0.0,1.0
184914675,unknown,0.0,1.0
185666398,unknown,1393.4,0.0
186493676,unknown,0.0,1.0
188193383,unknown,0.0,1.0
188194184,unknown,0.0,1.0
188464733,unknown,0.0,1.0
189257699,unknown,17.1,0.914
189257702,unknown,15.7,0.922
189257704,unknown,0.0,1.0
189257706,unknown,0.0,1.0
189257708,unknown,0.0,1.0
189599683,unknown,0.0,1.0
189599684,unknown,0.0,1.0
190663421,unknown,43.3,0.784
190663422,unknown,43.4,0.783
190760493,unknown,282.4,0.059
190760494,unknown,289.9,0.034
190998251,unknown,143.4,0.522
190998253,unknown,143.4,0.522
190998257,unknown,0.0,1.0
191307702,unknown,0.0,1.0
191307706,unknown,0.0,1.0
191310296,unknown,0.0,1.0
191558225,unknown,92.0,0.54
191558226,unknown,99.1,0.505
191969630,unknown,0.0,1.0
191972787,unknown,0.0,1.0
191978601,unknown,47.6,0.762
191987522,unknown,0.0,1.0
191987523,unknown,45.8,0.771
191987524,unknown,59.7,0.702
191988200,unknown,147.8,0.507
191988201,unknown,137.2,0.543
191988202,unknown,153.7,0.488
191988203,unknown,140.2,0.533
192288209,unknown,55186.5,0.0
192288210,unknown,55223.3,0.0
192289880,unknown,359.4,0.0
192289881,unknown,359.4,0.0
192289882,unknown,359.3,0.0
192289883,unknown,352.3,0.0
192290629,unknown,214.8,0.284
192290630,unknown,214.6,0.285
192290631,unknown,287.9,0.04
192290632,unknown,288.7,0.038
192352077,unknown,0.0,1.0
192352078,unknown,82.8,0.586
192352079,unknown,51.3,0.744
192352081,unknown,0.0,1.0
192352082,unknown,0.0,1.0
192352083,unknown,67.0,0.665
192352084,unknown,0.0,1.0
192514855,unknown,132.9,0.557
192514856,unknown,148.4,0.505
192543562,unknown,50.6,0.747
192543564,unknown,66.5,0.668
192543693,unknown,78.9,0.605
192543849,unknown,0.0,1.0
192548384,unknown,0.0,1.0
192548390,unknown,34.4,0.828
192548393,unknown,0.0,1.0
192549537,unknown,0.0,1.0
192549539,unknown,0.0,1.0
192549540,unknown,0.0,1.0
192549542,unknown,0.0,1.0
192549543,unknown,0.0,1.0
192549545,unknown,0.0,1.0
192586541,unknown,303.2,0.0
192586542,unknown,233.5,0.222
192586888,unknown,0.0,1.0
192586904,unknown,360.0,0.0
192586906,unknown,330.0,0.0
192586909,unknown,312.1,0.0
192675766,unknown,268.2,0.106
192675767,unknown,291.0,0.03
192675768,unknown,305.9,0.0
192753489,unknown,126.8,0.577
192753490,unknown,124.7,0.584
192757066,unknown,0.0,1.0
192757068,unknown,166.1,0.446
192757070,unknown,0.0,1.0
192757072,unknown,150.3,0.499
192762230,unknown,439.8,0.0
192762231,unknown,439.7,0.0
192765156,unknown,0.5,0.998
192765157,unknown,0.0,1.0
192765158,unknown,0.0,1.0
192765159,unknown,0.0,1.0
192768500,unknown,0.0,1.0
192768504,unknown,0.0,1.0
192981418,unknown,0.0,1.0
192981419,unknown,22.3,0.888
192981421,unknown,202.7,0.324
192981422,unknown,185.0,0.383
192984489,unknown,29.5,0.852
192984491,unknown,0.0,1.0
192984492,unknown,0.0,1.0
192984495,unknown,0.0,1.0
192984496,unknown,69.6,0.652
194015527,unknown,12161.8,0.0
194019770,unknown,0.0,1.0
194019771,unknown,0.0,1.0
194073524,unknown,552.2,0.0
194073525,unknown,544.3,0.0
194073526,unknown,535.9,0.0
194073527,unknown,760.2,0.0
194073528,unknown,582.1,0.0
194073529,unknown,540.2,0.0
194073530,unknown,537.6,0.0
194073531,unknown,538.5,0.0
194073532,unknown,447.7,0.0
194073534,unknown,388.6,0.0
194073535,unknown,447.7,0.0
194073536,unknown,539.4,0.0
194073537,unknown,408.1,0.0
194073538,unknown,388.6,0.0
194073540,unknown,408.0,0.0
194073541,unknown,646.9,0.0
194073542,unknown,629.8,0.0
194073543,unknown,656.3,0.0
194076817,unknown,705.0,0.0
194076818,unknown,704.6,0.0
194080685,unknown,0.0,1.0
194080686,unknown,0.0,1.0
194080687,unknown,0.0,1.0
194080688,unknown,0.0,1.0
194085126,unknown,50.8,0.746
194085127,unknown,37.7,0.812
194086682,unknown,21483.0,0.0
194086683,unknown,21484.8,0.0
194092208,unknown,0.0,1.0
194092209,unknown,0.0,1.0
194092930,unknown,0.0,1.0
194092931,unknown,155.5,0.482
194104511,unknown,147.4,0.509
194118775,unknown,382.2,0.0
194118776,unknown,431.0,0.0
194118777,unknown,399.4,0.0
194118778,unknown,399.4,0.0
194118779,unknown,340.1,0.0
194118780,unknown,354.0,0.0
194118781,unknown,296.4,0.012
194118782,unknown,286.1,0.046
194118925,unknown,389.0,0.0
194133392,unknown,0.0,1.0
194133393,unknown,0.0,1.0
194133394,unknown,0.0,1.0
194133395,unknown,16.7,0.916
194133752,unknown,0.0,1.0
194133753,unknown,0.0,1.0
194133754,unknown,0.0,1.0
194133755,unknown,27.2,0.864
194133756,unknown,27.1,0.865
194134791,unknown,786.2,0.0
194134793,unknown,774.4,0.0
194145543,unknown,0.0,1.0
194151551,unknown,0.0,1.0
194151559,unknown,0.0,1.0
194167273,unknown,228.4,0.239
194167805,unknown,0.0,1.0
194781044,unknown,13.5,0.933
194781045,unknown,2.6,0.987
198047105,unknown,552.2,0.0
198047106,unknown,535.5,0.0
198047108,unknown,574.5,0.0
198047109,unknown,532.2,0.0
198371606,unknown,12.0,0.94
198371608,unknown,0.0,1.0
199291651,unknown,132.8,0.557
199291652,unknown,133.6,0.555
199291657,unknown,166.9,0.444
199991053,unknown,0.0,1.0
200813204,unknown,0.0,1.0
200813205,unknown,0.0,1.0
200819092,unknown,608.8,0.0
200819094,unknown,608.8,0.0
200819096,unknown,0.0,1.0
200823283,unknown,682.3,0.0
201018089,unknown,348.3,0.0
201018090,unknown,348.3,0.0
201018091,unknown,484.4,0.0
201018092,unknown,437.5,0.0
201018093,unknown,498.2,0.0
201018094,unknown,457.2,0.0
201025112,unknown,19.3,0.903
201025113,unknown,66.9,0.665
201493122,unknown,48338.8,0.0
201493126,unknown,48113.8,0.0
201690918,unknown,0.0,1.0
201690920,unknown,0.0,1.0
202279123,unknown,0.0,1.0
202302334,unknown,131.2,0.563
202758251,unknown,0.0,1.0
203806465,unknown,0.0,1.0
203806466,unknown,0.0,1.0
204814208,unknown,0.0,1.0
206249123,unknown,156.2,0.479
206249124,unknown,158.3,0.472
207612458,unknown,0.0,1.0
208763487,unknown,6074.1,0.0
208763493,unknown,6074.1,0.0
209449713,unknown,0.0,1.0
210293093,unknown,0.0,1.0
210449263,unknown,106.5,0.645
210449265,unknown,107.6,0.641
210769944,unknown,989.9,0.0
210769945,unknown,989.8,0.0
210771399,unknown,1000.2,0.0
210861795,unknown,255.6,0.148
210861800,unknown,255.5,0.148
210862326,unknown,0.0,1.0
214544095,unknown,2086.1,0.0
214544101,unknown,2021.9,0.0
214544146,unknown,829.1,0.0
214544147,unknown,891.7,0.0
214544148,unknown,887.3,0.0
214544149,unknown,829.1,0.0
214544151,unknown,2022.0,0.0
214544152,unknown,829.1,0.0
214544154,unknown,2070.0,0.0
214544156,unknown,875.7,0.0
214544157,unknown,868.5,0.0
214544159,unknown,860.2,0.0
214544160,unknown,855.5,0.0
214544161,unknown,850.4,0.0
215245307,unknown,0.0,1.0
215245313,unknown,255.8,0.147
215245316,unknown,0.0,1.0
215245320,unknown,380.1,0.0
215245322,unknown,58.9,0.705
219268973,unknown,0.0,1.0
222082490,unknown,327.2,0.0
222082491,unknown,383.8,0.0
222082492,unknown,366.2,0.0
225817265,unknown,7291.7,0.0
225817266,unknown,1598.3,0.0
225817267,unknown,1315.0,0.0
226554363,unknown,283.3,0.056
226554366,unknown,0.0,1.0
226554372,unknown,0.0,1.0
231449906,unknown,0.0,1.0
232833795,unknown,29.6,0.852
232833806,unknown,96.3,0.518
232835888,unknown,0.0,1.0
232929310,unknown,0.0,1.0
232929311,unknown,0.0,1.0
232929914,unknown,0.0,1.0
232929915,unknown,0.0,1.0
232932194,unknown,0.0,1.0
232951363,unknown,153.1,0.49
232951364,unknown,235.6,0.215
232951365,unknown,182.0,0.393
232951366,unknown,267.3,0.109
235515062,unknown,77.3,0.613
235808652,unknown,0.0,1.0
238817952,unknown,181.5,0.395
240744476,unknown,524.4,0.0
240744477,unknown,526.5,0.0
243561949,unknown,2630.9,0.0
247055840,unknown,0.0,1.0
253155402,unknown,148.3,0.506
254022482,unknown,0.0,1.0
254022490,unknown,0.0,1.0
254099924,unknown,163.1,0.456
254099925,unknown,134.1,0.553
258068065,unknown,0.0,1.0
258068066,unknown,9.5,0.952
258068067,unknown,9.5,0.952
258120162,unknown,50047.0,0.0
258120169,unknown,51232.0,0.0
258120173,unknown,51232.0,0.0
258120177,unknown,49938.1,0.0
258127898,unknown,80.0,0.6
258127899,unknown,88.9,0.556
263657803,unknown,42.4,0.788
263858085,unknown,0.0,1.0
264113323,unknown,7.5,0.962
266617009,unknown,312.7,0.0
266617010,unknown,338.5,0.0
266617011,unknown,314.6,0.0
266617012,unknown,301.7,0.0
266617013,unknown,327.8,0.0
266617014,unknown,356.3,0.0
266617015,unknown,342.1,0.0
266617016,unknown,305.1,0.0
266617020,unknown,301.6,0.0
266617021,unknown,336.9,0.0
266617022,unknown,332.5,0.0
266617023,unknown,306.9,0.0
266617024,unknown,304.3,0.0
266617026,unknown,362.2,0.0
266617027,unknown,343.1,0.0
266617028,unknown,349.3,0.0
266856948,unknown,21.5,0.893
266856951,unknown,0.0,1.0
266856952,unknown,21.5,0.892
269861266,unknown,90.6,0.547
276422152,unknown,167.0,0.443
276423648,unknown,0.0,1.0
276424035,unknown,115.7,0.614
276424037,unknown,127.2,0.576
276425797,unknown,64.9,0.676
276425798,unknown,64.8,0.676
276425799,unknown,0.0,1.0
276445196,unknown,0.0,1.0
276445197,unknown,0.0,1.0
276445605,unknown,30.0,0.85
276447491,unknown,0.0,1.0
276447492,unknown,29.5,0.853
276727160,unknown,0.0,1.0
276787827,unknown,0.0,1.0
276787832,unknown,0.0,1.0
279079565,unknown,0.0,1.0
283786005,unknown,354.6,0.0
283786006,unknown,338.9,0.0
284443884,unknown,0.0,1.0
284443886,unknown,177.5,0.408
286663577,unknown,207.2,0.309
286663580,unknown,202.0,0.327
286668573,unknown,0.0,1.0
290938138,unknown,60.9,0.696
290938139,unknown,69.6,0.652
296529806,unknown,0.0,1.0
300357280,unknown,0.0,1.0
300357281,unknown,0.0,1.0
300829524,unknown,0.0,1.0
300829528,unknown,583.3,0.0
300829530,unknown,0.0,1.0
302365394,unknown,0.0,1.0
302365395,unknown,0.0,1.0
302568607,unknown,0.0,1.0
302568610,unknown,0.0,1.0
305895692,unknown,0.0,1.0
307039682,unknown,106.5,0.645
307050367,unknown,0.0,1.0
307050369,unknown,350.5,0.0
307050372,unknown,347.2,0.0
307182790,unknown,469.8,0.0
307182792,unknown,462.1,0.0
307764106,unknown,27.2,0.864
307764107,unknown,35.7,0.822
307767015,unknown,0.0,1.0
307767020,unknown,0.0,1.0
308500612,unknown,262.8,0.124
308725300,unknown,588.0,0.0
308725301,unknown,503.4,0.0
308725302,unknown,552.7,0.0
308725303,unknown,578.9,0.0
309145439,unknown,0.0,1.0
309145440,unknown,0.0,1.0
309145441,unknown,0.0,1.0
309145442,unknown,0.0,1.0
309588213,unknown,0.0,1.0
309588218,unknown,0.0,1.0
309596532,unknown,347.0,0.0
309596533,unknown,9.4,0.953
309596535,unknown,338.2,0.0
309598126,unknown,39.9,0.801
309598129,unknown,0.0,1.0
309598137,unknown,49.2,0.754
309598139,unknown,44.2,0.779
309680291,unknown,0.0,1.0
309680952,unknown,4.0,0.98
309680953,unknown,0.0,1.0
310324452,unknown,244.4,0.185
310324453,unknown,244.0,0.187
310324454,unknown,367.7,0.0
310324455,unknown,278.0,0.073
310324456,unknown,318.5,0.0
310324457,unknown,301.2,0.0
310324458,unknown,309.1,0.0
310324459,unknown,259.0,0.137
310324460,unknown,327.7,0.0
310324462,unknown,294.4,0.019
312395933,unknown,123.5,0.588
313682584,unknown,0.0,1.0
314363038,unknown,0.0,1.0
314363042,unknown,0.0,1.0
314363044,unknown,0.0,1.0
314363047,unknown,0.0,1.0
316612001,unknown,1557.1,0.0
316772759,unknown,0.0,1.0
320317514,unknown,0.0,1.0
320317515,unknown,0.0,1.0
320780749,unknown,0.0,1.0
327073385,unknown,142.9,0.524
327073389,unknown,142.9,0.524
327073407,unknown,151.7,0.494
327073410,unknown,151.7,0.494
331752459,unknown,398.7,0.0
331752462,unknown,248.6,0.171
331752466,unknown,218.2,0.273
331752468,unknown,253.3,0.156
332105541,unknown,48187.9,0.0
332532806,unknown,51778.6,0.0
337506580,unknown,0.0,1.0
337812545,unknown,0.0,1.0
338034136,unknown,0.0,1.0
338037854,unknown,64.7,0.677
338045843,unknown,694.0,0.0
338045845,unknown,0.0,1.0
338086811,unknown,977.7,0.0
338086812,unknown,977.6,0.0
338086813,unknown,1000.1,0.0
338086815,unknown,1002.4,0.0
338086816,unknown,1002.5,0.0
338086817,unknown,0.0,1.0
339573572,unknown,0.0,1.0
339573573,unknown,69.8,0.651
339573574,unknown,25.8,0.871
339573579,unknown,0.0,1.0
339573580,unknown,31.7,0.842
339573581,unknown,61.9,0.691
339573582,unknown,0.0,1.0
339573585,unknown,0.0,1.0
339573586,unknown,74.6,0.627
339573587,unknown,0.0,1.0
339573588,unknown,35.2,0.824
339596887,unknown,101.8,0.661
339596888,unknown,68.8,0.656
339596889,unknown,74.9,0.625
339597959,unknown,291.9,0.027
339597960,unknown,296.9,0.01
339597961,unknown,314.2,0.0
339597964,unknown,298.4,0.005
339597965,unknown,322.5,0.0
339597966,unknown,188.8,0.371
339597967,unknown,188.8,0.371
339601451,unknown,0.0,1.0
339601452,unknown,0.0,1.0
339601456,unknown,0.0,1.0
339601457,unknown,0.0,1.0
339601463,unknown,13.9,0.931
339601464,unknown,0.0,1.0
339601466,unknown,0.0,1.0
339601467,unknown,0.0,1.0
339601469,unknown,75.2,0.624
339601470,unknown,0.0,1.0
339601471,unknown,25.7,0.872
339601472,unknown,0.0,1.0
339601474,unknown,25.7,0.872
339601476,unknown,0.0,1.0
339601477,unknown,0.0,1.0
339602164,unknown,118.6,0.605
339602166,unknown,0.0,1.0
339602167,unknown,0.0,1.0
339602168,unknown,0.0,1.0
339602171,unknown,64.1,0.68
339602173,unknown,0.0,1.0
339602568,unknown,71.1,0.644
339602570,unknown,0.0,1.0
339603726,unknown,0.0,1.0
339603727,unknown,0.0,1.0
339604128,unknown,24.4,0.878
339604130,unknown,0.0,1.0
339604132,unknown,0.0,1.0
339604724,unknown,0.0,1.0
343556462,unknown,0.0,1.0
343556463,unknown,0.0,1.0
344576668,unknown,0.0,1.0
344576671,unknown,0.0,1.0
344576673,unknown,539.8,0.0
347030641,unknown,248.4,0.172
347030706,unknown,207.2,0.309
349479565,unknown,297.8,0.007
349479567,unknown,262.4,0.125
349479568,unknown,0.0,1.0
349479569,unknown,262.4,0.125
349479570,unknown,320.3,0.0
349479571,unknown,353.0,0.0
349479572,unknown,262.4,0.125
349479573,unknown,163.2,0.456
349479574,unknown,243.7,0.188
349479575,unknown,253.3,0.156
349479576,unknown,353.8,0.0
349479577,unknown,310.4,0.0
349479578,unknown,292.0,0.027
349479579,unknown,262.4,0.125
349479580,unknown,272.8,0.091
349479582,unknown,163.2,0.456
349479587,unknown,163.2,0.456
349479591,unknown,163.3,0.456
349486823,unknown,246.4,0.179
349486824,unknown,284.6,0.051
349486825,unknown,167.3,0.442
349486826,unknown,151.5,0.495
349486827,unknown,127.0,0.577
349486828,unknown,87.7,0.562
349486829,unknown,170.3,0.432
349486830,unknown,177.8,0.407
349486831,unknown,234.9,0.217
349486833,unknown,225.5,0.248
349486834,unknown,253.5,0.155
349486835,unknown,189.2,0.369
349486836,unknown,201.8,0.327
349486837,unknown,171.7,0.428
349486838,unknown,30.0,0.85
349486839,unknown,251.0,0.163
349486840,unknown,243.1,0.19
349491395,unknown,218.2,0.273
349491398,unknown,160.5,0.465
349491403,unknown,130.7,0.564
349491404,unknown,290.4,0.032
349491406,unknown,112.5,0.625
349491414,unknown,108.2,0.639
349491417,unknown,171.6,0.428
349491423,unknown,97.6,0.512
349491428,unknown,112.0,0.627
349491432,unknown,106.3,0.646
349491435,unknown,0.0,1.0
349491473,unknown,0.0,1.0
349491478,unknown,194.8,0.351
349491944,unknown,307.4,0.0
349491945,unknown,242.0,0.193
349491946,unknown,214.0,0.287
349496049,unknown,0.0,1.0
349496050,unknown,328.7,0.0
349496051,unknown,354.5,0.0
349496054,unknown,303.8,0.0
349496058,unknown,305.7,0.0
349496061,unknown,0.0,1.0
349496065,unknown,379.3,0.0
349498575,unknown,18.4,0.908
349498576,unknown,292.8,0.024
349500943,unknown,39.7,0.802
349500944,unknown,20.9,0.896
349500945,unknown,22.7,0.887
349500946,unknown,29.0,0.855
349500947,unknown,0.0,1.0
349500948,unknown,0.0,1.0
349500949,unknown,14.9,0.926
349500950,unknown,0.0,1.0
349500951,unknown,1.5,0.993
349500952,unknown,13.4,0.933
349500953,unknown,0.0,1.0
349504287,unknown,119.8,0.601
349504290,unknown,111.9,0.627
349504292,unknown,142.7,0.524
349504294,unknown,125.6,0.581
349504296,unknown,114.5,0.618
349504298,unknown,151.7,0.494
349504301,unknown,119.4,0.602
352098584,unknown,0.0,1.0
353715115,unknown,0.0,1.0
353715125,unknown,0.0,1.0
355445394,unknown,43.5,0.783
355445397,unknown,29.4,0.853
355445398,unknown,60.4,0.698
355445401,unknown,0.0,1.0
355445402,unknown,2.5,0.988
355445405,unknown,42.7,0.786
355445406,unknown,27.0,0.865
355445408,unknown,14.8,0.926
355445409,unknown,66.2,0.669
355445410,unknown,109.1,0.636
355445411,unknown,0.0,1.0
355455017,unknown,459.5,0.0
355455018,unknown,495.4,0.0
355455019,unknown,153.2,0.489
355455642,unknown,374.8,0.0
358529541,unknown,41.5,0.792
358529542,unknown,41.4,0.793
364257134,unknown,156.2,0.479
364257137,unknown,155.9,0.48
364257140,unknown,160.6,0.465
364257143,unknown,156.1,0.48
364257146,unknown,163.1,0.456
364257150,unknown,163.1,0.456
364257153,unknown,174.2,0.419
364257156,unknown,178.8,0.404
364259688,unknown,0.0,1.0
364259689,unknown,0.0,1.0
364259690,unknown,0.0,1.0
364259691,unknown,0.0,1.0
364259692,unknown,0.0,1.0
364259693,unknown,0.0,1.0
364259694,unknown,0.0,1.0
364259695,unknown,0.0,1.0
364259696,unknown,0.0,1.0
364259697,unknown,0.0,1.0
364259698,unknown,0.0,1.0
364259699,unknown,0.0,1.0
370442861,unknown,0.0,1.0
374097853,unknown,611.8,0.0
374728344,unknown,0.0,1.0
376245686,unknown,609.9,0.0
376245691,unknown,609.5,0.0
376691638,unknown,0.0,1.0
376691641,unknown,0.0,1.0
376691644,unknown,0.0,1.0
380842660,unknown,4031.6,0.0
380842662,unknown,4040.0,0.0
380842663,unknown,4033.1,0.0
384109606,unknown,50.4,0.748
384109607,unknown,51.4,0.743
385266847,unknown,30.5,0.848
385266848,unknown,37.6,0.812
387328673,unknown,63.8,0.681
388244489,unknown,67.1,0.664
388244491,unknown,0.0,1.0
388244496,unknown,144.3,0.519
388252522,unknown,439.9,0.0
388252523,unknown,341.6,0.0
388252524,unknown,439.8,0.0
388252525,unknown,221.6,0.261
388252526,unknown,339.5,0.0
389901164,unknown,52.4,0.738
389901165,unknown,56.6,0.717
389901166,unknown,102.3,0.659
389901167,unknown,41.4,0.793
389901168,unknown,58.7,0.706
389904781,unknown,0.0,1.0
389910324,unknown,0.0,1.0
